"","X.1","X","qElim1","qExtinct1","qElimWithDogs1","qNoElimWithDogs1"
"774",774,"result.774",5,0,5,0
"775",775,"result.775",5,0,5,0
"776",776,"result.776",5,0,5,0
"777",777,"result.777",5,0,5,0
"778",778,"result.778",5,0,5,0
"779",779,"result.779",5,0,5,0
"780",780,"result.780",5,0,5,0
"781",781,"result.781",5,0,5,0
"782",782,"result.782",5,0,5,0
"783",783,"result.783",5,0,5,0
"784",784,"result.784",5,0,5,0
"785",785,"result.785",5,0,5,0
"786",786,"result.786",5,0,5,0
"787",787,"result.787",5,0,5,0
"788",788,"result.788",5,0,5,0
"789",789,"result.789",5,0,5,0
"790",790,"result.790",5,0,5,0
"791",791,"result.791",5,0,5,0
"792",792,"result.792",5,0,5,0
"793",793,"result.793",5,0,5,0
"794",794,"result.794",5,0,5,0
"795",795,"result.795",5,0,5,0
"796",796,"result.796",5,0,5,0
"797",797,"result.797",5,0,5,0
"798",798,"result.798",5,0,5,0
"799",799,"result.799",5,0,5,0
"800",800,"result.800",5,0,5,0
"801",801,"result.801",5,0,5,0
"802",802,"result.802",5,0,5,0
"803",803,"result.803",5,0,5,0
"804",804,"result.804",5,0,5,0
"805",805,"result.805",5,0,5,0
"806",806,"result.806",5,0,5,0
"807",807,"result.807",5,0,5,0
"808",808,"result.808",5,0,5,0
"809",809,"result.809",5,0,5,0
"810",810,"result.810",5,0,5,0
"811",811,"result.811",5,0,5,0
"812",812,"result.812",5,0,5,0
"813",813,"result.813",5,0,5,0
"814",814,"result.814",5,0,5,0
"815",815,"result.815",5,0,5,0
"816",816,"result.816",5,0,5,0
"817",817,"result.817",5,0,5,0
"818",818,"result.818",5,0,5,0
"819",819,"result.819",5,0,5,0
"820",820,"result.820",5,0,5,0
"821",821,"result.821",5,0,5,0
"822",822,"result.822",5,0,5,0
"823",823,"result.823",5,0,5,0
"824",824,"result.824",5,0,5,0
"825",825,"result.825",5,0,5,0
"826",826,"result.826",5,0,5,0
"827",827,"result.827",5,0,5,0
"828",828,"result.828",5,0,5,0
"829",829,"result.829",5,0,5,0
"830",830,"result.830",5,0,5,0
"831",831,"result.831",5,0,5,0
"832",832,"result.832",5,0,5,0
"833",833,"result.833",5,0,5,0
"834",834,"result.834",5,0,5,0
"835",835,"result.835",5,0,5,0
"836",836,"result.836",5,0,5,0
"837",837,"result.837",5,0,5,0
"838",838,"result.838",5,0,5,0
"839",839,"result.839",5,0,5,0
"840",840,"result.840",5,0,5,0
"841",841,"result.841",5,0,5,0
"842",842,"result.842",5,0,5,0
"843",843,"result.843",5,0,5,0
"844",844,"result.844",5,0,5,0
"845",845,"result.845",5,0,5,0
"846",846,"result.846",5,0,5,0
"847",847,"result.847",5,0,5,0
"848",848,"result.848",5,0,5,0
"849",849,"result.849",5,0,5,0
"850",850,"result.850",5,0,5,0
"851",851,"result.851",5,0,5,0
"852",852,"result.852",5,0,5,0
"853",853,"result.853",5,0,5,0
"854",854,"result.854",5,0,5,0
"855",855,"result.855",5,0,5,0
"856",856,"result.856",5,0,5,0
"857",857,"result.857",5,0,5,0
"858",858,"result.858",5,0,5,0
"859",859,"result.859",5,0,5,0
"860",860,"result.860",5,0,5,0
"861",861,"result.861",5,0,5,0
"862",862,"result.862",5,0,5,0
"863",863,"result.863",5,0,5,0
"864",864,"result.864",5,0,5,0
"865",865,"result.865",5,0,5,0
"866",866,"result.866",5,0,5,0
"867",867,"result.867",5,0,5,0
"868",868,"result.868",5,0,5,0
"869",869,"result.869",5,0,5,0
"870",870,"result.870",5,0,5,0
"871",871,"result.871",5,0,5,0
"872",872,"result.872",5,0,5,0
"873",873,"result.873",5,0,5,0
"874",874,"result.874",5,0,5,0
"875",875,"result.875",5,0,5,0
"876",876,"result.876",5,0,5,0
"877",877,"result.877",5,0,5,0
"878",878,"result.878",5,0,5,0
"879",879,"result.879",5,0,5,0
"880",880,"result.880",5,0,5,0
"881",881,"result.881",5,0,5,0
"882",882,"result.882",5,0,5,0
"883",883,"result.883",5,0,5,0
"884",884,"result.884",5,0,5,0
"885",885,"result.885",5,0,5,0
"886",886,"result.886",5,0,5,0
"887",887,"result.887",5,0,5,0
"888",888,"result.888",5,0,5,0
"889",889,"result.889",5,0,5,0
"890",890,"result.890",5,0,5,0
"891",891,"result.891",5,0,5,0
"892",892,"result.892",5,0,5,0
"893",893,"result.893",5,0,5,0
"894",894,"result.894",5,0,5,0
"895",895,"result.895",5,0,5,0
"896",896,"result.896",5,0,5,0
"897",897,"result.897",5,0,5,0
"898",898,"result.898",5,0,5,0
"899",899,"result.899",5,0,5,0
"900",900,"result.900",5,0,5,0
"901",901,"result.901",5,0,5,0
"902",902,"result.902",5,0,5,0
"903",903,"result.903",5,0,5,0
"904",904,"result.904",5,0,5,0
"905",905,"result.905",5,0,5,0
"906",906,"result.906",5,0,5,0
"907",907,"result.907",5,0,5,0
"908",908,"result.908",5,0,5,0
"909",909,"result.909",5,0,5,0
"910",910,"result.910",5,0,5,0
"911",911,"result.911",5,0,5,0
"912",912,"result.912",5,0,5,0
"913",913,"result.913",5,0,5,0
"914",914,"result.914",5,0,5,0
"915",915,"result.915",5,0,5,0
"916",916,"result.916",5,0,5,0
"917",917,"result.917",5,0,5,0
"918",918,"result.918",5,0,5,0
"919",919,"result.919",5,0,5,0
"920",920,"result.920",5,0,5,0
"921",921,"result.921",5,0,5,0
"922",922,"result.922",5,0,5,0
"923",923,"result.923",5,0,5,0
"924",924,"result.924",5,0,5,0
"925",925,"result.925",5,0,5,0
"926",926,"result.926",5,0,5,0
"927",927,"result.927",5,0,5,0
"928",928,"result.928",5,0,5,0
"929",929,"result.929",5,0,5,0
"930",930,"result.930",5,0,5,0
"931",931,"result.931",5,0,5,0
"932",932,"result.932",5,0,5,0
"933",933,"result.933",5,0,5,0
"934",934,"result.934",5,0,5,0
"935",935,"result.935",5,0,5,0
"936",936,"result.936",5,0,5,0
"937",937,"result.937",5,0,5,0
"938",938,"result.938",5,0,5,0
"939",939,"result.939",5,0,5,0
"940",940,"result.940",5,0,5,0
"941",941,"result.941",5,0,5,0
"942",942,"result.942",5,0,5,0
"943",943,"result.943",5,0,5,0
"944",944,"result.944",5,0,5,0
"945",945,"result.945",5,0,5,0
"946",946,"result.946",5,0,5,0
"947",947,"result.947",5,0,5,0
"948",948,"result.948",5,0,5,0
"949",949,"result.949",5,0,5,0
"950",950,"result.950",5,0,5,0
"951",951,"result.951",5,0,5,0
"952",952,"result.952",5,0,5,0
"953",953,"result.953",5,0,5,0
"954",954,"result.954",5,0,5,0
"955",955,"result.955",5,0,5,0
"956",956,"result.956",5,0,5,0
"957",957,"result.957",5,0,5,0
"958",958,"result.958",5,0,5,0
"959",959,"result.959",5,0,5,0
"960",960,"result.960",5,0,5,0
"961",961,"result.961",5,0,5,0
"962",962,"result.962",5,0,5,0
"963",963,"result.963",5,0,5,0
"964",964,"result.964",5,0,5,0
"965",965,"result.965",5,0,5,0
"966",966,"result.966",5,0,5,0
"967",967,"result.967",5,0,5,0
"968",968,"result.968",5,0,5,0
"969",969,"result.969",5,0,5,0
"970",970,"result.970",4,0,4,1
"971",971,"result.971",5,0,5,0
"972",972,"result.972",5,0,5,0
"973",973,"result.973",5,0,5,0
"974",974,"result.974",5,0,5,0
"975",975,"result.975",5,0,5,0
"976",976,"result.976",5,0,5,0
"977",977,"result.977",5,0,5,0
"978",978,"result.978",5,0,5,0
"979",979,"result.979",5,0,5,0
"980",980,"result.980",5,0,5,0
"981",981,"result.981",5,0,5,0
"982",982,"result.982",5,0,5,0
"983",983,"result.983",5,0,5,0
"984",984,"result.984",5,0,5,0
"985",985,"result.985",5,0,5,0
"986",986,"result.986",5,0,5,0
"987",987,"result.987",5,0,5,0
"988",988,"result.988",5,0,5,0
"989",989,"result.989",5,0,5,0
"990",990,"result.990",5,0,5,0
"991",991,"result.991",5,0,5,0
"992",992,"result.992",5,0,5,0
"993",993,"result.993",5,0,5,0
"994",994,"result.994",5,0,5,0
"995",995,"result.995",5,0,5,0
"996",996,"result.996",5,0,5,0
"997",997,"result.997",5,0,5,0
"998",998,"result.998",5,0,5,0
"999",999,"result.999",5,0,5,0
"1000",1000,"result.1000",5,0,5,0
"1001",1001,"result.1001",5,0,5,0
"1002",1002,"result.1002",5,0,5,0
"1003",1003,"result.1003",5,0,5,0
"1004",1004,"result.1004",5,0,5,0
"1005",1005,"result.1005",5,0,5,0
"1006",1006,"result.1006",5,0,5,0
"1007",1007,"result.1007",5,0,5,0
"1008",1008,"result.1008",5,0,5,0
"1009",1009,"result.1009",5,0,5,0
"1010",1010,"result.1010",5,0,5,0
"1011",1011,"result.1011",5,0,5,0
"1012",1012,"result.1012",5,0,5,0
"1013",1013,"result.1013",5,0,5,0
"1014",1014,"result.1014",5,0,5,0
"1015",1015,"result.1015",5,0,5,0
"1016",1016,"result.1016",5,0,5,0
"1017",1017,"result.1017",5,0,5,0
"1018",1018,"result.1018",5,0,5,0
"1019",1019,"result.1019",5,0,5,0
"1020",1020,"result.1020",5,0,5,0
"1021",1021,"result.1021",5,0,5,0
"1022",1022,"result.1022",5,0,5,0
"1023",1023,"result.1023",5,0,5,0
"1024",1024,"result.1024",5,0,5,0
"1025",1025,"result.1025",5,0,5,0
"1026",1026,"result.1026",5,0,5,0
"1027",1027,"result.1027",5,0,5,0
"1028",1028,"result.1028",5,0,5,0
"1029",1029,"result.1029",5,0,5,0
"1030",1030,"result.1030",5,0,5,0
"1031",1031,"result.1031",5,0,5,0
"1032",1032,"result.1032",5,0,5,0
"1033",1033,"result.1033",5,0,5,0
"1034",1034,"result.1034",5,0,5,0
"1035",1035,"result.1035",5,0,5,0
"1036",1036,"result.1036",5,0,5,0
"1037",1037,"result.1037",5,0,5,0
"1038",1038,"result.1038",5,0,5,0
"1039",1039,"result.1039",5,0,5,0
"1040",1040,"result.1040",5,0,5,0
"1041",1041,"result.1041",5,0,5,0
"1042",1042,"result.1042",5,0,5,0
"1043",1043,"result.1043",5,0,5,0
"1044",1044,"result.1044",5,0,5,0
"1045",1045,"result.1045",5,0,5,0
"1046",1046,"result.1046",5,0,5,0
"1047",1047,"result.1047",5,0,5,0
"1048",1048,"result.1048",5,0,5,0
"1049",1049,"result.1049",5,0,5,0
"1050",1050,"result.1050",5,0,5,0
"1051",1051,"result.1051",5,0,5,0
"1052",1052,"result.1052",5,0,5,0
"1053",1053,"result.1053",5,0,5,0
"1054",1054,"result.1054",5,0,5,0
"1055",1055,"result.1055",5,0,5,0
"1056",1056,"result.1056",5,0,5,0
"1057",1057,"result.1057",5,0,5,0
"1058",1058,"result.1058",5,0,5,0
"1059",1059,"result.1059",5,0,5,0
"1060",1060,"result.1060",5,0,5,0
"1061",1061,"result.1061",5,0,5,0
"1062",1062,"result.1062",5,0,5,0
"1063",1063,"result.1063",5,0,5,0
"1064",1064,"result.1064",5,0,5,0
"1065",1065,"result.1065",5,0,5,0
"1066",1066,"result.1066",5,0,5,0
"1067",1067,"result.1067",5,0,5,0
"1068",1068,"result.1068",5,0,5,0
"1069",1069,"result.1069",5,0,5,0
"1070",1070,"result.1070",5,0,5,0
"1071",1071,"result.1071",5,0,5,0
"1072",1072,"result.1072",5,0,5,0
"1073",1073,"result.1073",5,0,5,0
"1074",1074,"result.1074",5,0,5,0
"1075",1075,"result.1075",5,0,5,0
"1076",1076,"result.1076",5,0,5,0
"1077",1077,"result.1077",5,0,5,0
"1078",1078,"result.1078",5,0,5,0
"1079",1079,"result.1079",5,0,5,0
"1080",1080,"result.1080",5,0,5,0
"1081",1081,"result.1081",5,0,5,0
"1082",1082,"result.1082",5,0,5,0
"1083",1083,"result.1083",5,0,5,0
"1084",1084,"result.1084",5,0,5,0
"1085",1085,"result.1085",5,0,5,0
"1086",1086,"result.1086",5,0,5,0
"1087",1087,"result.1087",5,0,5,0
"1088",1088,"result.1088",5,0,5,0
"1089",1089,"result.1089",5,0,5,0
"1090",1090,"result.1090",5,0,5,0
"1091",1091,"result.1091",5,0,5,0
"1092",1092,"result.1092",5,0,5,0
"1093",1093,"result.1093",5,0,5,0
"1094",1094,"result.1094",5,0,5,0
"1095",1095,"result.1095",5,0,5,0
"1096",1096,"result.1096",5,0,5,0
"1097",1097,"result.1097",5,0,5,0
"1098",1098,"result.1098",5,0,5,0
"1099",1099,"result.1099",5,0,5,0
"1100",1100,"result.1100",5,0,5,0
"1101",1101,"result.1101",5,0,5,0
"1102",1102,"result.1102",5,0,5,0
"1103",1103,"result.1103",5,0,5,0
"1104",1104,"result.1104",5,0,5,0
"1105",1105,"result.1105",5,0,5,0
"1106",1106,"result.1106",5,0,5,0
"1107",1107,"result.1107",5,0,5,0
"1108",1108,"result.1108",5,0,5,0
"1109",1109,"result.1109",5,0,5,0
"1110",1110,"result.1110",5,0,5,0
"1111",1111,"result.1111",5,0,5,0
"1112",1112,"result.1112",5,0,5,0
"1113",1113,"result.1113",5,0,5,0
"1114",1114,"result.1114",5,0,5,0
"1115",1115,"result.1115",5,0,5,0
"1116",1116,"result.1116",5,0,5,0
"1117",1117,"result.1117",5,0,5,0
"1118",1118,"result.1118",5,0,5,0
"1119",1119,"result.1119",5,0,5,0
"1120",1120,"result.1120",5,0,5,0
"1121",1121,"result.1121",5,0,5,0
"1122",1122,"result.1122",5,0,5,0
"1123",1123,"result.1123",5,0,5,0
"1124",1124,"result.1124",5,0,5,0
"1125",1125,"result.1125",5,0,5,0
"1126",1126,"result.1126",5,0,5,0
"1127",1127,"result.1127",5,0,5,0
"1128",1128,"result.1128",5,0,5,0
"1129",1129,"result.1129",5,0,5,0
"1130",1130,"result.1130",5,0,5,0
"1131",1131,"result.1131",5,0,5,0
"1132",1132,"result.1132",5,0,5,0
"1133",1133,"result.1133",5,0,5,0
"1134",1134,"result.1134",5,0,5,0
"1135",1135,"result.1135",5,0,5,0
"1136",1136,"result.1136",5,0,5,0
"1137",1137,"result.1137",5,0,5,0
"1138",1138,"result.1138",5,0,5,0
"1139",1139,"result.1139",5,0,5,0
"1140",1140,"result.1140",5,0,5,0
"1141",1141,"result.1141",5,0,5,0
"1142",1142,"result.1142",5,0,5,0
"1143",1143,"result.1143",5,0,5,0
"1144",1144,"result.1144",5,0,5,0
"1145",1145,"result.1145",5,0,5,0
"1146",1146,"result.1146",5,0,5,0
"1147",1147,"result.1147",5,0,5,0
"1148",1148,"result.1148",5,0,5,0
"1149",1149,"result.1149",5,0,5,0
"1150",1150,"result.1150",5,0,5,0
"1151",1151,"result.1151",5,0,5,0
"1152",1152,"result.1152",5,0,5,0
"1153",1153,"result.1153",5,0,5,0
"1154",1154,"result.1154",5,0,5,0
"1155",1155,"result.1155",5,0,5,0
"1156",1156,"result.1156",5,0,5,0
"1157",1157,"result.1157",5,0,5,0
"1158",1158,"result.1158",5,0,5,0
"1159",1159,"result.1159",5,0,5,0
"1160",1160,"result.1160",5,0,5,0
"1161",1161,"result.1161",5,0,5,0
"1162",1162,"result.1162",5,0,5,0
"1163",1163,"result.1163",5,0,5,0
"1164",1164,"result.1164",5,0,5,0
"1165",1165,"result.1165",5,0,5,0
"1166",1166,"result.1166",5,0,5,0
"1167",1167,"result.1167",5,0,5,0
"1168",1168,"result.1168",5,0,5,0
"1169",1169,"result.1169",5,0,5,0
"1170",1170,"result.1170",5,0,5,0
"1171",1171,"result.1171",5,0,5,0
"1172",1172,"result.1172",5,0,5,0
"1173",1173,"result.1173",5,0,5,0
"1174",1174,"result.1174",5,0,5,0
"1175",1175,"result.1175",5,0,5,0
"1176",1176,"result.1176",5,0,5,0
"1177",1177,"result.1177",5,0,5,0
"1178",1178,"result.1178",5,0,5,0
"1179",1179,"result.1179",5,0,5,0
"1180",1180,"result.1180",5,0,5,0
"1181",1181,"result.1181",5,0,5,0
"1182",1182,"result.1182",5,0,5,0
"1183",1183,"result.1183",5,0,5,0
"1184",1184,"result.1184",5,0,5,0
"1185",1185,"result.1185",5,0,5,0
"1186",1186,"result.1186",5,0,5,0
"1187",1187,"result.1187",5,0,5,0
"1188",1188,"result.1188",5,0,5,0
"1189",1189,"result.1189",5,0,5,0
"1190",1190,"result.1190",5,0,5,0
"1191",1191,"result.1191",5,0,5,0
"1192",1192,"result.1192",5,0,5,0
"1193",1193,"result.1193",5,0,5,0
"1194",1194,"result.1194",5,0,5,0
"1195",1195,"result.1195",5,0,5,0
"1196",1196,"result.1196",5,0,5,0
"1197",1197,"result.1197",5,0,5,0
"1198",1198,"result.1198",5,0,5,0
"1199",1199,"result.1199",5,0,5,0
"1200",1200,"result.1200",5,0,5,0
"1201",1201,"result.1201",5,0,5,0
"1202",1202,"result.1202",5,0,5,0
"1203",1203,"result.1203",5,0,5,0
"1204",1204,"result.1204",5,0,5,0
"1205",1205,"result.1205",5,0,5,0
"1206",1206,"result.1206",5,0,5,0
"1207",1207,"result.1207",5,0,5,0
"1208",1208,"result.1208",5,0,5,0
"1209",1209,"result.1209",5,0,5,0
"1210",1210,"result.1210",5,0,5,0
"1211",1211,"result.1211",5,0,5,0
"1212",1212,"result.1212",5,0,5,0
"1213",1213,"result.1213",5,0,5,0
"1214",1214,"result.1214",5,0,5,0
"1215",1215,"result.1215",5,0,5,0
"1216",1216,"result.1216",5,0,5,0
"1217",1217,"result.1217",5,0,5,0
"1218",1218,"result.1218",5,0,5,0
"1219",1219,"result.1219",5,0,5,0
"1220",1220,"result.1220",5,0,5,0
"1221",1221,"result.1221",5,0,5,0
"1222",1222,"result.1222",5,0,5,0
"1223",1223,"result.1223",5,0,5,0
"1224",1224,"result.1224",5,0,5,0
"1225",1225,"result.1225",5,0,5,0
"1226",1226,"result.1226",5,0,5,0
"1227",1227,"result.1227",5,0,5,0
"1228",1228,"result.1228",5,0,5,0
"1229",1229,"result.1229",5,0,5,0
"1230",1230,"result.1230",5,0,5,0
"1231",1231,"result.1231",5,0,5,0
"1232",1232,"result.1232",5,0,5,0
"1233",1233,"result.1233",5,0,5,0
"1234",1234,"result.1234",5,0,5,0
"1235",1235,"result.1235",5,0,5,0
"1236",1236,"result.1236",5,0,5,0
"1237",1237,"result.1237",5,0,5,0
"1238",1238,"result.1238",5,0,5,0
"1239",1239,"result.1239",5,0,5,0
"1240",1240,"result.1240",5,0,5,0
"1241",1241,"result.1241",5,0,5,0
"1242",1242,"result.1242",5,0,5,0
"1243",1243,"result.1243",5,0,5,0
"1244",1244,"result.1244",5,0,5,0
"1245",1245,"result.1245",5,0,5,0
"1246",1246,"result.1246",5,0,5,0
"1247",1247,"result.1247",5,0,5,0
"1248",1248,"result.1248",5,0,5,0
"1249",1249,"result.1249",5,0,5,0
"1250",1250,"result.1250",5,0,5,0
"1251",1251,"result.1251",5,0,5,0
"1252",1252,"result.1252",5,0,5,0
"1253",1253,"result.1253",5,0,5,0
"1254",1254,"result.1254",5,0,5,0
"1255",1255,"result.1255",5,0,5,0
"1256",1256,"result.1256",5,0,5,0
"1257",1257,"result.1257",5,0,5,0
"1258",1258,"result.1258",5,0,5,0
"1259",1259,"result.1259",5,0,5,0
"1260",1260,"result.1260",5,0,5,0
"1261",1261,"result.1261",5,0,5,0
"1262",1262,"result.1262",5,0,5,0
"1263",1263,"result.1263",5,0,5,0
"1264",1264,"result.1264",5,0,5,0
"1265",1265,"result.1265",5,0,5,0
"1266",1266,"result.1266",5,0,5,0
"1267",1267,"result.1267",5,0,5,0
"1268",1268,"result.1268",5,0,5,0
"1269",1269,"result.1269",5,0,5,0
"1270",1270,"result.1270",5,0,5,0
"1271",1271,"result.1271",5,0,5,0
"1272",1272,"result.1272",5,0,5,0
"1273",1273,"result.1273",5,0,5,0
"1274",1274,"result.1274",5,0,5,0
"1275",1275,"result.1275",5,0,5,0
"1276",1276,"result.1276",5,0,5,0
"1277",1277,"result.1277",5,0,5,0
"1278",1278,"result.1278",5,0,5,0
"1279",1279,"result.1279",5,0,5,0
"1280",1280,"result.1280",5,0,5,0
"1281",1281,"result.1281",5,0,5,0
"1282",1282,"result.1282",5,0,5,0
"1283",1283,"result.1283",5,0,5,0
"1284",1284,"result.1284",5,0,5,0
"1285",1285,"result.1285",5,0,5,0
"1286",1286,"result.1286",5,0,5,0
"1287",1287,"result.1287",5,0,5,0
"1288",1288,"result.1288",5,0,5,0
"1289",1289,"result.1289",5,0,5,0
"1290",1290,"result.1290",5,0,5,0
"1291",1291,"result.1291",5,0,5,0
"1292",1292,"result.1292",5,0,5,0
"1293",1293,"result.1293",5,0,5,0
"1294",1294,"result.1294",5,0,5,0
"1295",1295,"result.1295",5,0,5,0
"1296",1296,"result.1296",5,0,5,0
"1297",1297,"result.1297",5,0,5,0
"1298",1298,"result.1298",5,0,5,0
"1299",1299,"result.1299",5,0,5,0
"1300",1300,"result.1300",5,0,5,0
"1301",1301,"result.1301",5,0,5,0
"1302",1302,"result.1302",5,0,5,0
"1303",1303,"result.1303",5,0,5,0
"1304",1304,"result.1304",5,0,5,0
"1305",1305,"result.1305",5,0,5,0
"1306",1306,"result.1306",5,0,5,0
"1307",1307,"result.1307",5,0,5,0
"1308",1308,"result.1308",5,0,5,0
"1309",1309,"result.1309",5,0,5,0
"1310",1310,"result.1310",5,0,5,0
"1311",1311,"result.1311",5,0,5,0
"1312",1312,"result.1312",5,0,5,0
"1313",1313,"result.1313",5,0,5,0
"1314",1314,"result.1314",5,0,5,0
"1315",1315,"result.1315",5,0,5,0
"1316",1316,"result.1316",5,0,5,0
"1317",1317,"result.1317",5,0,5,0
"1318",1318,"result.1318",5,0,5,0
"1319",1319,"result.1319",5,0,5,0
"1320",1320,"result.1320",5,0,5,0
"1321",1321,"result.1321",5,0,5,0
"1322",1322,"result.1322",5,0,5,0
"1323",1323,"result.1323",5,0,5,0
"1324",1324,"result.1324",5,0,5,0
"1325",1325,"result.1325",5,0,5,0
"1326",1326,"result.1326",5,0,5,0
"1327",1327,"result.1327",5,0,5,0
"1328",1328,"result.1328",5,0,5,0
"1329",1329,"result.1329",5,0,5,0
"1330",1330,"result.1330",5,0,5,0
"1331",1331,"result.1331",5,0,5,0
"1332",1332,"result.1332",5,0,5,0
"1333",1333,"result.1333",5,0,5,0
"1334",1334,"result.1334",5,0,5,0
"1335",1335,"result.1335",5,0,5,0
"1336",1336,"result.1336",5,0,5,0
"1337",1337,"result.1337",5,0,5,0
"1338",1338,"result.1338",5,0,5,0
"1339",1339,"result.1339",5,0,5,0
"1340",1340,"result.1340",5,0,5,0
"1341",1341,"result.1341",5,0,5,0
"1342",1342,"result.1342",5,0,5,0
"1343",1343,"result.1343",5,0,5,0
"1344",1344,"result.1344",5,0,5,0
"1345",1345,"result.1345",5,0,5,0
"1346",1346,"result.1346",5,0,5,0
"1347",1347,"result.1347",5,0,5,0
"1348",1348,"result.1348",5,0,5,0
"1349",1349,"result.1349",5,0,5,0
"1350",1350,"result.1350",5,0,5,0
"1351",1351,"result.1351",5,0,5,0
"1352",1352,"result.1352",5,0,5,0
"1353",1353,"result.1353",5,0,5,0
"1354",1354,"result.1354",5,0,5,0
"1355",1355,"result.1355",5,0,5,0
"1356",1356,"result.1356",5,0,5,0
"1357",1357,"result.1357",5,0,5,0
"1358",1358,"result.1358",5,0,5,0
"1359",1359,"result.1359",5,0,5,0
"1360",1360,"result.1360",5,0,5,0
"1361",1361,"result.1361",5,0,5,0
"1362",1362,"result.1362",5,0,5,0
"1363",1363,"result.1363",5,0,5,0
"1364",1364,"result.1364",5,0,5,0
"1365",1365,"result.1365",5,0,5,0
"1366",1366,"result.1366",5,0,5,0
"1367",1367,"result.1367",5,0,5,0
"1368",1368,"result.1368",5,0,5,0
"1369",1369,"result.1369",5,0,5,0
"1370",1370,"result.1370",5,0,5,0
"1371",1371,"result.1371",5,0,5,0
"1372",1372,"result.1372",5,0,5,0
"1373",1373,"result.1373",5,0,5,0
"1374",1374,"result.1374",5,0,5,0
"1375",1375,"result.1375",5,0,5,0
"1376",1376,"result.1376",5,0,5,0
"1377",1377,"result.1377",5,0,5,0
"1378",1378,"result.1378",5,0,5,0
"1379",1379,"result.1379",5,0,5,0
